,Unnamed: 0,제작(수입)사,차명,생산기간,시정기간,대상수량,장치분류,결함내용,시정방법,기타문의,Title,Ministry,Date,Subject
2846,2846,한국지엠(주),라세티프리미어/크루즈/올란도,2008-10-13 ~ 2011-05-24,2015-02-26 ~ 2016-08-25,"99,985 대",원동기,"전륜 브레이크 호스가 비틀린 상태로 조립되어 장시간 운행 될 경우 브레이크 호스 상단 부분에 힘을 받아 균열이 발생할 수 있고 이로 인해 누유 될 가능성이 확인 되었으며, 전륜 브레이크 호스가 누유 될 경우 잠재적으로 제동 성능 저하로 인해 제동 거리가 길어질 수 있으며, 브레이크 페달을 밟을 때 페달량이 증가될 수 있음.",개선된 전륜 브레이크 호스로 교환,한국지엠 고객센터(080-3000-5000),[한국지엠] 라세티프리미어/크루즈/올란도 리콜,국토교통부,2015-02-26,[한국지엠] 라세티프리미어/크루즈/올란도 리콜
2848,2848,한국닛산(주),Pathfinder/QX60/QX60 hybrid,2011-11-29 ~ 2013-11-18,2015-02-23 ~ 2016-08-23,190 대,원동기,"후드랫치(2차걸쇠) 형상 불량으로 주행중 열릴 수 있는 제작결함이 존재하는 것으로 판명되었으며, 결함 미 시정시 주행중 후드가 열릴 가능성이 있으며, 운전자의 시야를 가려 충돌할 수 있는 가능성이 있음.",후드랫치(2차걸쇠)조정 작업,닛산 고객센터(080-010-2323),[한국닛산] Pathfinder /QX60/QX60 hybrid 리콜,국토교통부,2015-02-23,[한국닛산] Pathfinder /QX60/QX60 hybrid 리콜
2849,2849,현대자동차(주),그랜저 하이브리드,2013-12-24 ~ 2014-10-24,2015-02-17 ~ 2016-08-16,"10,604 대",완충장치,브레이크액 부족 시 경고등 미점등 될 수 있는 기준 부적합 결함,서비스센터 및 서비스협력사에서 대상 차량 확인 후 소프트웨어 업그레이드,현대자동차 고객센터(080-600-6000),[현대자동차] 그랜저 하이브리드 리콜,국토교통부,2015-02-17,[현대자동차] 그랜저 하이브리드 리콜
2850,2850,기아주식회사,봉고3 1.2T,2007-12-03 ~ 2013-12-01,2015-02-17 ~ 2016-08-16,"47,347 대",원동기,제동시 좌측 쏠림이 발생할 수 있는 가능성의 제작결함,너클암 및 드레그링크 교환,기아자동차 고객센터 (080-200-2000),[기아] 봉고3 1.2T 리콜,국토교통부,2015-02-17,[기아] 봉고3 1.2T 리콜
2851,2851,메르세데스벤츠코리아(주),E220,2009-03-25 ~ 2014-11-06,2015-02-16 ~ 2016-09-15,"14,341 대",주행장치,"엔진 커버가 엔진 배선과 간섭될 수 있는 문제점이 발견됨에 따라, 엔진 배선의 손상이 심할 경우 엔진 성능에 영향을 줄 수 있는 가능성의 결함",엔진 커버와 배선을 점검하여 필요할 경우 부품 교환 또는 수리,벤츠 고객센터 (080-001-1886),[벤츠코리아] E220 CDI 리콜,국토교통부,2015-02-16,[벤츠코리아] E220 CDI 리콜
2852,2852,한국닛산(주),FX35/FX50/EX35,2007-06-29 ~ 2008-04-25,2015-02-16 ~ 2016-09-16,496 대,승차 및 실내장치,"스티어링 칼럼 내부 부품 불량으로 베어링과의 마찰로 소음 발생, 조향력이 떨어지거나 칼럼이 분리될 수 있는 제작결함",스티어링 칼럼 어셈블리 교환,인피니티 고객센터(080-010-0123),[한국닛산] FX/ EX 리콜,국토교통부,2015-02-16,[한국닛산] FX/ EX 리콜
2853,2853,메르세데스벤츠코리아(주),"C, CLS. E-Class 등 10차종",2014-10-08 ~ 2014-10-24,2015-02-16 ~ 2016-08-15,"1,124 대",승차 및 실내장치,뒷좌석의 더블 시트 벨트 버클(일체형 뒤 우측/중간 시트 벨트 버클)체결 캠이 정상적으로 제작되지 않아 매우 강한 충돌이 일어났을 경우 시트 벨트에 큰 부하가 가해지면서 뒷좌석의 가운데 시트 벨트 잠금 장치가 풀릴 수 있는 점이 발견됨.대상대수:C200	28C200 Blue TEC	47C250 Blue TEC 4Matic	6E200	31E220 CDI	458E250 Blue TEC 4Matic	224E300	132E300 4Matic	144E350 Blue TEC 4Matic	37E400 4Matic	17,해당 시트 벨트 버클을 교환,메르세데스-베츠 콜센터 (080-001-1886),"[메르세데스-벤츠] C, CLS. E-Class 리콜",국토교통부,2015-02-16,"[메르세데스-벤츠] C, CLS. E-Class 리콜"
2854,2854,지엠대우오토앤테크놀로지(주),카마로,2011-01-14 ~ 2011-06-17,2015-02-13 ~,100 대,연료장치,"운전석과 조수석 전동시트의 높이 조절장치를 고정하는 볼트가 풀리거나 이탈될 수 있는 가능성 발견, 이탈될 경우 시트가 갑자기 주저앉아 운전자의 안전운전에 영향을 줄 수 있으며, 차량 추돌시 탑승자의 부상이 증가할 수 있는 잠재적인 문제가 확인됨.","기존 전동시트 높이조절 볼트를 제거후 새로운 볼트, 너트(와셔 포함)로 체결",한국지엠 고객센터 (080-3000-5000),[한국지엠] 카마로 리콜,국토교통부,2015-02-13,[한국지엠] 카마로 리콜
2855,2855,포드세일즈서비스코리아(유),이스케이프,2014-04-22 ~ 2014-05-05,2015-02-06 ~ 2016-08-06,31 대,제동장치,"연료펌프의 제작이 올바르게 되지 않아 이로 인한 연료 펌프의 고장으로 인해 엔진으로 공급되는 연료 압력이 낮을 수 있으며, 이로 인한 시동불능, 시동꺼짐 또는 재시동의 어려움이 발생 할 수 있음.",대상 차량 확인 후 연료 펌프 어셈블리의 교환,포드 고객센터 (080-300-3673),[포드코리아] 이스케이프 리콜,국토교통부,2015-02-06,[포드코리아] 이스케이프 리콜
2857,2857,비엠더블유코리아(주),328i 등 6차종,2012-06-06 ~ 2013-06-06,2015-01-30 ~ 2016-07-29,310 대,승차 및 실내장치,"오일 공급 부족으로 진공펌프가 손상될 수 있으며, 브레이크 진공 배력 장치에 필요한 진공이 공급되지 않을 수 있어 안전운행에 지장을 줄 수 있는 결함.대상차종328i(3A63)	1320i	62328i(3C21)	20528i	181528i Xdrive	44Z4 28i	2",개선된 흡기 캠샤프트로 교체,BMW 고객지원센터 (080-269-2200),[BMW코리아] 328i 등 4차종 리콜,국토교통부,2015-01-30,[BMW코리아] 328i 등 4차종 리콜
2858,2858,비엠더블유코리아(주),320i 등 3시리즈 13차종,1999-09-01 ~ 2006-01-31,2015-01-30 ~ 2016-07-29,"3,800 대",원동기,"조수석 에어백 모듈 제작 결함으로 인해 가스발생 장치 내 압축가스 추진체가 장시간 고온, 다습한 환경에 노출될 경우, 압축가스 추진체 성능이 저하되어 과도한 내부 압력 생성으로 에어백 전개 시 에어백 가스발생 장치 하우징이 파열되어 차내 탑승자들이 부상을 입을 수 있는 위험이 발견 됨.대상차종316i	1318i	1,087320i	1,545323i	1323Ci	1325i	367325Ci	314325Xi	106328i	1330i	211330Ci	43330Xi	1M3	122",단계적 부품 수급이 되는 일정에 따라 개선된 조수석 에어백 모듈로 교체,BMW고객지원센터(080-269-2200),[BMW코리아] 3시리즈 리콜,국토교통부,2015-01-30,[BMW코리아] 3시리즈 리콜
2859,2859,르노코리아 주식회사,SM5 TCE,2013-04-30 ~ 2014-12-19,2015-01-30 ~ 2016-07-29,"3,519 대",원동기,배출가스 정기검사 시 무부하 고속 공회전 시험 모드에서 배출허용기준을 초과할 수 있는 가능성 발견되어 제작결함 존재 판명.,"엔진 제어모듈, ECM(Engine Control Module)의 리프로그래밍을 통한 업데이트",르노삼성 고객센터(080-300-3000),[르노자동차] SM5 TCE 리콜,환경부,2015-01-30,[르노자동차] SM5 TCE 리콜
2860,2860,르노코리아 주식회사,SM5 TCE,2013-10-21 ~ 2014-06-03,2015-01-30 ~ 2016-07-29,"2,625 대",연료장치,내리막 저속 주행 시작 후 20Kph 근방에서 브레이크 제동시 엔진시동꺼짐이 발생할 수 있는 가능성과 대기환경보전법에 의하여 배출가스 정기검사 시 무부하 고속 공회전 시험 모드에서 배출 허용기준을 초과할 가능성의 결함.,"엔진 제어모듈, ECM(Engine Cotro; module) 리프로그래밍을 통한 업그레이드",르노삼성 고객센터 (080-300-3000),[르노자동차] SM5 TCE 리콜,국토교통부,2015-01-30,[르노자동차] SM5 TCE 리콜
2861,2861,르노코리아 주식회사,SM5 TCE,2013-07-30 ~ 2014-03-03,2015-01-30 ~ 2016-07-29,"4,499 대",원동기,"연료 압력 센서의 조임력 부족으로 매우 드문 경우, 연료 누유 가능성이 확인되어 제작결함이 존재하는 것으로 판명.",연료 압력 센서의 재 조임 조치,르노삼성 고객센터 (080-300-3000),[르노자동차] SM5 TCE 리콜,국토교통부,2015-01-30,[르노자동차] SM5 TCE 리콜
2862,2862,지엠코리아(주),캐딜락 Escalade,2013-07-09 ~ 2013-08-30,2015-01-26 ~ 2016-08-31,10 대,제동장치,"조립 중 포함된 이물질에 의하여 모듈의 단선이 생길 수 있으며 이로 인해 경고등 점등, 시동꺼짐 및 시동불량과 같은 현상이 발생할 수 있음.",샤시 컨트롤 모듈 교환,고객만족센터(080-3000-5000),[지엠코리아] 캐딜락 Escalade 리콜,국토교통부,2015-01-26,[지엠코리아] 캐딜락 Escalade 리콜
2863,2863,한불모터스(주),푸조 디젤 2008 1.6 e-HDi,2013-07-15 ~ 2013-12-03,2015-01-26 ~ 2016-07-25,20 대,전기장치,"초기 차량의 생산 공장에서 주차 브레이크 케이블의 조정이 잘못되어 케이블이 느슨해져, 이 문제로 인해 주차 브레이크 체결이 정확히 체결 되지 않을 수 있는 제작결함이 존재하는 것으로 판명, 이와 같은 결함으로 고객이 주차 브레이크 레버를 당겼음에도 불구하고 주차 브레이크 체결이 완전하게 되지 않을 수 있어 차량이 제 위치에 고정 되지 않을 수 있음.",주차 브레이크 체결 상태를 점검하고 이상이 있을 경우 주차 브레이크 케이블을 재 조정하는 작업,한불모터스 (02-34081655~7),[한불모터스] 푸조 디젤 2008 1.6 e-HDi 리콜,국토교통부,2015-01-26,[한불모터스] 푸조 디젤 2008 1.6 e-HDi 리콜
2864,2864,(주) 한국모터트레이딩,MT-07,2014-03-06 ~ 2014-09-29,2015-01-23 ~,90 대,동력전달장치,"배터리 배선의 길이가 짧아 배선이 배터리 상단으로 조립되어 시트에 의해 지속적으로 눌리는 현상이 발생, 배터리 배선의 단선에 의해 화재의 위험이 있음.",배터리 배선과 브라켓을 개선된 부품으로 교체,02-8787-100,[한국모터트레이딩] MT-07 리콜,국토교통부,2015-01-23,[한국모터트레이딩] MT-07 리콜
2865,2865,한국지엠(주),크루즈 1.4 터보,2014-12-09 ~ 2014-12-17,2015-01-23 ~,48 대,승차 및 실내장치,내부 중공형 드라이브샤프트가 적용된 차량에서 급격한 가속 및 제동시 샤프트가 부러질 수 있음이 경우 추가적인 가속이 불가하지만 엔진은 정상작동을 하기 때문에 제동성능은 유지됨.,열처리 과정이 개선된 조수석 내부 중공형 드라이브샤프트로 교환,한국지엠 고객센터 (080-3000-5000),[한국지엠] 크루즈 1.4 터보 리콜,국토교통부,2015-01-23,[한국지엠] 크루즈 1.4 터보 리콜
2866,2866,스텔란티스코리아주식회사,그랜드보이저,2011-02-14 ~ 2013-08-09,2015-01-21 ~,90 대,제동장치,"운전석 도어에 위치한 3열 환기 유리 스위치가 수분에 노출 되면, 과열이 발생될 수 있으며, 과열된 스위치는 연기 발생, 타는 냄새의 원인이 될 수 있음.",3열 환기 유리 스위치를 교환 및 스위치 교체 전 스위치 커넥터에 손상이 있다면 커넥터 또한 새로운 커넥터로 교환,에프씨에이코리아 본사(080-365-2470),[스텔란티스] 그랜드보이저 리콜,국토교통부,2015-01-21,[스텔란티스] 그랜드보이저 리콜
2867,2867,다임러트럭코리아(주),유니목U400/U500,2011-04-06 ~ 2014-07-28,2015-01-19 ~ 2016-09-18,40 대,원동기,"파워 컨트롤 기능이 없는 에어 컴푸레샤가 장착된 시스템의 에어 드라이어 내부에 오일 및 이물질이 축척 되었을 경우, 에어 드라이어 내부에 장착된 안전 밸브가 제대로 작동하지 못할 가능성이 있으며, 그로 인하여 차량 운행에 필요한 공기 압력이 과다하게 높게 생성되어 에어 드라이어 필터 상단 부위가 파손되어 공기가 누출될 경우, 운행중 차량 브레이크 제동력 저하 및 주차 브레이크의 오작동과 기어 변속에 문제가 발생할 수 있음.",2차적으로 과압을 방지하는 압력 제한 밸브를 압축 에어 시스템의 고압 회로 라인에 장착,다임러트럭코리아 서비스운영(080-001-1886),[다임러트럭코리아] 유니목 리콜,국토교통부,2015-01-19,[다임러트럭코리아] 유니목 리콜
2868,2868,씨엑스씨 주식회사,파제로,2008-11-29 ~ 2012-07-18,2015-01-15 ~,26 대,연료장치,타이밍 체인이 손상 될 수 있으며 이 경우 엔진 부조로 재시동이 불가할 수 있음.,"장착된 타이밍 체인 텐셔너를 개선품으로 교체하고, 타이밍 체인 시스템을 점검하여 손상 확인시 타이밍 체인 시스템 전체를 신품으로 교체",미쓰비시자동차공업 대표번호 02-523-9720,[미쓰비시자동차공업(주)] 파제로 리콜,국토교통부,2015-01-15,[미쓰비시자동차공업(주)] 파제로 리콜
2869,2869,한국닛산(주),쥬크/Q70S 5.6/QX80,2011-11-01 ~ 2014-06-30,2015-01-09 ~,672 대,완충장치,연료압력센서를 고정 시 적용되는 조임 토크가 낮아 고정 부위가 단단히 조여지지 않으므로 장력이 약해 질 수 있음.,연료압력센서 재조임 및 냉각수 호스(O-ring교환)탈부착착,닛산 고객센터(080-010-2323)/인피니티 고객센터(080-010-0123),[한국닛산] JUKE 등 3차종 리콜,국토교통부,2015-01-09,[한국닛산] JUKE 등 3차종 리콜
2870,2870,한국토요타자동차(주),캠리/캠리 하이브리드,2011-03-08 ~ 2011-07-23,2015-01-08 ~,896 대,원동기,"차량 생산공정 중, 프론트 서스펜션 관련 부품 이송장치의 유지보수가 부적절하여 운반중 로어암과 너클암을 연결하는 볼 조인트의 고무 부트가 손상되었을 가능성으로 볼 조인트가 조기에 마모된 상태로 지속적으로 운행 할 경우에는 볼 조인트가 너클암에서 분리되어 주행불능이 될 우려가 있는 결함/ 본 홈페이지 내 리콜대상차량 확인 추후 예정대상차종: 캠리 773대캠리하이브리드 123대",점검 결과에 따라 필요 시 프론트 서스펜션 로어 볼 조인트 교환,한국토요타자동차 고객지원실 (080-525-8255),[한국토요타자동차] 캠리/캠리 하이브리드 리콜,국토교통부,2015-01-08,[한국토요타자동차] 캠리/캠리 하이브리드 리콜
2871,2871,한국지엠(주),베리타스,2008-07-15 ~ 2009-09-03,2015-01-05 ~,"1,162 대",승차 및 실내장치,"특정 조건에서 전기적 과부하가 점화코일의 부분적 열손상을 발생시키고 이로 인한 엔진 전자제어장치(ECM), 다른 점화코일, 점화플러그의 손상으로 이어져 엔진의 불완전 연소와 계기판에 엔진 경고등이 점등될 수 있는 잠재적 문제가 확인됨.","점화코일, 점화플러그 및 ECM 교환",한국지엠 고객센터(080-3000-5000),[한국지엠] 베리타스 리콜,환경부,2015-01-05,[한국지엠] 베리타스 리콜
2872,2872,지엠코리아(주),캐딜락SRX 3.0,2011-03-08 ~ 2011-08-01,2015-01-05 ~ 2016-07-31,186 대,전기장치,시트의 높낮이를 전동으로 조절해주는 전동식 시트 높이 조절장치의 엑츄에이터 볼트가 헐거워지거나 이탈되는 현상으로 볼트가 이탈될 경우 시트가 아래 방향으로 갑자기 내려 앉아 안전운행에 영향을 줄 수 있으며 차량사고 시 탑승객이 부상을 입을 가능성 있음.,높이조절 볼트 교환 후 와셔 및 록 너트 삽입,지엠코리아 고객상담센터(080-3000-5000),[지엠코리아] 캐딜락SRX 3.0 리콜,국토교통부,2015-01-05,[지엠코리아] 캐딜락SRX 3.0 리콜
2874,2874,한국닛산(주),알티마,2012-03-06 ~ 2013-02-28,2014-12-31 ~ 2016-06-30,"2,042 대",주행장치,"엔진 후드 패널과 후드 2차 걸회 사이에서 오염 물질, 부식 등으로 인해 후드가 완전히 닫히지 않을 수 있는 제작결함",후르 랫치 2차 걸쇠 윤활 테스트 후 기준치 이하인 경우에 교환,닛산 고객센터 080-010-2323,[한국닛산] 알티마 리콜,국토교통부,2014-12-31,[한국닛산] 알티마 리콜
2875,2875,메르세데스벤츠코리아(주),C220 BlueTEC,2014-05-21 ~ 2014-10-21,2014-12-29 ~ 2016-06-28,1 대,원동기,컨트롤 유닛 내부 이상으로 인해 전동식 파워 스티어링 조향 보조 기능이 비활성화될 수 있는 결함사항. 이로인해 조향시 많은 힘이 필요하게 되며 긴급한 상황에서의 사고 위험이 높아질수 있음.,스티어링 기어 어셈블리 교환,벤츠코리아 콜센터(080-001-1886),[메르세데스-벤츠코리아] C220 BlueTEC 리콜,국토교통부,2014-12-29,[메르세데스-벤츠코리아] C220 BlueTEC 리콜
2876,2876,메르세데스벤츠코리아(주),A200 CDI 등 16차종,2014-02-28 ~ 2014-11-10,2014-12-29 ~ 2016-06-28,"10,107 대",원동기,"체인 텐셔너 가스켓의 재질상의 공차로 인하여 체인 프리 텐션 기능에 영향을 줄 수 있음. 이로 인해 엔진 오일이 누유되거나 엔진오일 누유로 인한 발화 가능성을 배제 할 수 없는 결함.- 대상차종 : A200 CDI,B200 CDI,C220 BLUETEC,C220 CDI COUPE,C250 BLUETEC 4MATIC,CLA200 CDI,CLS250 BLUETEC 4MATIC,CLS250 CDI,E220 BLUETEC,E220 CDI,E250 BLUETEC 4MATIC,E250 CDI 4MATIC,E300 BLUETEC HYBRID,GLA200 CDI,GLA200 CDI 4MATIC,GLK220 CDI 4MATIC",체인 텐셔너의 가스켓 가스켓 교환,벤츠코리아 콜센터(080-001-1886),[메르세데스-벤츠코리아] A200 CDI 등 16차종 리콜,국토교통부,2014-12-29,[메르세데스-벤츠코리아] A200 CDI 등 16차종 리콜
2878,2878,케이지모빌리티 주식회사(KG Mobility Corp.),렉스턴/카이런/액티언/액티언스포츠 등 8차종,2005-06-01 ~ 2010-11-17,2014-12-26 ~ 2016-06-25,"112,920 대",주행장치,"볼 조인트 이탈 및 파손 결함으로 인하여 잦은 험로 주행 및 반복적인 외부 충격 이후 일상 점검/수리 없이 운행될 경우, 일부 차량에서 안전 운행에 지장을 초래할 가능성이 있음.-대상차종:렉스턴(전륜)렉스턴(후륜)렉스턴(전+후륜)카이런(전륜)카이런(후륜)카이런(전+후륜)액티언(전륜)액티언 스포츠(전륜)","전륜 볼 조인트의 경우 볼 스터드 직경이 증대된 보완 제품으로 교환 및 후륜 볼 조인트(렉스턴, 카이런 일부차량)의 경우 볼 사이즈 증대된 제품으로 교환",쌍용자동차 고객센터 (080-500-5582),[쌍용자동차] 렉스턴 등 8차종 리콜,국토교통부,2014-12-26,[쌍용자동차] 렉스턴 등 8차종 리콜
2879,2879,스텔란티스코리아주식회사,짚그랜드체로키,2013-10-05 ~ 2014-04-10,2014-12-23 ~,707 대,승차 및 실내장치,"스티어링 컬럼 컨트롤 모듈(SCCM) 내의 회로기판 통신회로의 전기적 간섭(전기적 잡음)이 발생할 가능성이 있고, 이 의외의 전기적 간섭은 전자식 안정화 컨트롤(Electronic Stability Control-ESC)에 장애를 일으킬 수 있으며, ESC 경고등을 점등시킬 수도 있음.",스티어링 컬럼 컨트롤 모듈(SCCM) 리프로그래밍을 진행,크라이슬러 본사 (080-365-2470),[스텔란티스] 짚그랜트체로키 리콜,국토교통부,2014-12-23,[스텔란티스] 짚그랜트체로키 리콜
2880,2880,혼다코리아(주),GL1800 / GL1800 F6B,2014-04-18 ~ 2014-09-29,2014-12-23 ~ 2019-12-22,68 대,연료장치,"LCD패널과 관련한 제작결함으로 키온 상태에서 LCD가 표시되지 않을 수 있으며, 이 상태로 주행할 경우 주행거리가 계산되지 않을 수 있는 결함.",LCD 패널을 내부 회로 오류가 개선된 새 부품으로 교체,혼다 모터사이클 서비스 고객센터 (080-322-3300),"[혼다코리아] GL1800, GL1800 F6B 리콜",국토교통부,2014-12-23,"[혼다코리아] GL1800, GL1800 F6B 리콜"
2881,2881,스텔란티스코리아주식회사,짚그랜드체로키,2010-07-28 ~ 2011-06-06,2014-12-23 ~,443 대,완충장치,"차량 전원 통합 모듈(TIPM) 내부에 장착된 연료 펌프 릴레이가 어떤 경고 메시지 없이 작동이 안될 수 있음. 또한 주행 중 연료 펌프 릴레이가 작동이 안될 경우, 이는 사전 인지 없이 사고 발생 원인이 될수 있는 결함.","전국 크라이슬러 서비스센터에서 대상차량임을 확인 후 대상차량의 차량 엔진룸 내에 외부 연료펌프 릴레이가 장착되어있는지 확인할 것이며, 외부 연료펌프 릴레이가 장착되어 있다면 어떠한 조치 없이 그대로 고객에게 차량을 인도할 것이며, 만약 외부 연료펌프 릴레이가 장착되어 있지 않았다면 새로운 외부 연료펌프 릴레이를 장착 함.",크라이슬러코리아 본사 (080-365-2470),[스텔란티스] 짚그랜드체로키 리콜,국토교통부,2014-12-23,[스텔란티스] 짚그랜드체로키 리콜
2883,2883,비엠더블유코리아(주),S1000RR/K1300S/K1300R,2009-01-30 ~ 2014-07-25,2014-12-12 ~ 2016-06-11,"1,142 대",연료장치,"해당 차량에 장착되어 있는 전륜 타이어가 첨부된 표에 명시되어 있을 경우 제작결함이 존재하는 것으로 판명되었고, 최근 BMW 모토라드는 최초 공장에서 장착되어 생산된 타이어 가운데 제조사가 컨티넨탈이고 특정 생산기간에 자작 및 공급된 타이어에 결함이 존재한다는 사실을 통보 받음. 주행 중 충격이나 노면의 상태에 따라 타이어의 트레드 또는 벨트가 분리될 수 있는 가능성의 결함이 확인됨.",타이어가 최초 출고 이후 결함이 확인된 타이어를 현재에도 장착하고 있는 경우 문제가 없는 타이어로 교환,BMW커뮤니케이션센터 (080-269-2200),[비엠더블유코리아] S1000RR/K1300S/K1300R 리콜,국토교통부,2014-12-12,[비엠더블유코리아] S1000RR/K1300S/K1300R 리콜
2884,2884,한국토요타자동차(주),시에나,2014-05-01 ~ 2014-07-11,2014-12-11 ~ 2016-06-10,37 대,승차 및 실내장치,"연료 공급 파이프의 제조 과정 중, 연료 공급 파이프의 끝부부닝 불충분하게 용접 되었을 가능성이 있으며, 이 경우 연료 공급 파이프에서 연료가 누유 될 우려가 있음 / 본 홈페이지 내 리콜대상차량 확인 추후 예정","점검 후, 필요 시 연료 공급 파이프 어셈블리를 교환",한국토요타자동차 고객지원실 (080-525-8255),[한국토요타자동차] 시에나 2WD/4WD 리콜,국토교통부,2014-12-11,[한국토요타자동차] 시에나 2WD/4WD 리콜
2885,2885,한국토요타자동차(주),시에나,2014-09-18 ~ 2014-09-30,2014-12-11 ~,4 대,연료장치,2열 시트 헤드라이너의 좌측과 우측에 장착된 보조 손잡이(Assist Grip)가 커튼 쉴드 에어백이 작동시 마운틴 브라켓에서 분리될 가능성이 있음 / 본 홈페이지 내 리콜대상차량 확인 추후 예정,2열 보조손잡이 고정부(헤드라이너) 수정,한국토요타자동차 고객지원실 (080-525-8255),[한국토요타자동차] 시에나 2WD 리콜,국토교통부,2014-12-11,[한국토요타자동차] 시에나 2WD 리콜
2886,2886,혼다코리아(주),FORZA/MSX125/FSH125,2013-04-03 ~ 2014-10-01,2014-12-10 ~ 2019-12-09,"2,497 대",등화장치,"연료펌프의 작동이 불량하여, 초기 시동이 불가하거나, 주행 중 시동이 꺼질수 있는 결함",연료펌프를 개선된 신품 부품으로 교환,혼다코리아 모터사이클 사업부 서비스팀 (02-3416-3425),[혼다코리아] FORZA/MSX125/FSH125 리콜,국토교통부,2014-12-10,[혼다코리아] FORZA/MSX125/FSH125 리콜
2887,2887,지엠코리아(주),캐딜락 CTS,2013-12-05 ~ 2014-04-17,2014-12-08 ~ 2016-08-31,113 대,주행장치,AFL(헤드램프 자동 높이 조절장치) 컨트롤 모듈의 소프트웨어 오류로 인해 트렁크에 무거운 화물 적재 시 헤드램프의 자동 높이 조절 기능이 정상 작동하지 않는 증상,램AFL(헤드램프 자동 높이 조절장치) 모듈 재프로그램,고객만족센터 (080-3000-5000),[지엠코리아(주)] CTS 리콜,국토교통부,2014-12-08,[지엠코리아(주)] CTS 리콜
2888,2888,포드세일즈서비스코리아(유),타운카,2004-10-13 ~ 2011-04-08,2014-12-08 ~ 2016-06-08,129 대,원동기,"2013/12/23일에 국내에서 기 실시된 13R01 리콜 점검 수리 작업 중 상부 스티어링 중간 샤프트의 길이 조정이 규정값에 부합하지 않을 수 있고, 이로인해 상부 스티어링 중간 샤프트가 분리됨으로 인해 조향 조작이 불가능할 수 있음/ 본 홈페이지 내 리콜대상차량 확인 추후 예정",대상 차량 확인 후 상부 중간 스티어링 샤프트의 길이 점검 및 교환,포드코리아 고객센터 (080-300-3673),[포드드세일즈서비스코리아] 타운카 리콜,국토교통부,2014-12-08,[포드드세일즈서비스코리아] 타운카 리콜
2889,2889,씨엑스씨 주식회사,랜서CY4A/CY4A-1/랜서 에볼루션/아웃랜더,2008-08-27 ~ 2010-11-01,2014-12-01 ~,633 대,시계확보장치,"레진으로 제작된 풀리가 경사지게 마모될 가능성이 있으며, 지속될 경우 벨트가 벗겨져 배터리 방전 또는 엔진 과열 가능성 및 유압식 조향장치 적용 차량의 경우 조향력이 증가될 수 있음","차량에 장착된 V-자형 드라이브 벨트를 개선품 V-자형 벨트로 교체, 레진으로 제작한 풀리의 마모 여부를 확인하는 작업",미쓰비시자동차 (02-590-7052),[미쓰비시자동차공업(주)] 랜서 등 4차종 리콜,국토교통부,2014-12-01,[미쓰비시자동차공업(주)] 랜서 등 4차종 리콜
2892,2892,지엠코리아(주),캐딜락ATS,2012-08-16 ~ 2013-03-19,2014-11-28 ~ 2016-07-31,293 대,주행장치,에어백 전개시 프리텐셔너가 상시 상황보다 안전벨트를 더 잡아 당긴 후 이 잠김 상태를 유지함으로써 승객을 보호하도록 되어 있으나 일부 차량에서 이 프리텐셔너 케이블이 잠김상태를 유지하지 않고 정상상태로 되돌아가는 문제가 발생함,프리텐셔너 교환,고객 상담센터 (080-3000-5000),[한국지엠] 캐딜락ATS 리콜,국토교통부,2014-11-28,[한국지엠] 캐딜락ATS 리콜
2893,2893,(주)재규어랜드로버코리아,레인지로버/레인지로버 스포츠 등 5차종,2013-09-30 ~ 2014-06-24,2014-11-27 ~,"1,048 대",원동기,"TPMS 센서의 결함으로 인해 타이어 공기압 데이터 전송 시 오류가 발생하게 되며, 타이어 공기압이 맞지 않는 상태로 운전하면 차의 안전성이 떨어져 사고가 발생할 수 있는 가능성의 결함-대상차종:레인지로버 디젤(3.0)레인지로버 디젤(4.4)레인지로버 휘발유(5.0)레인지로버 스포츠 휘발유(3.0)레인지로버 스포츠 디젤(3.0)",대상차량의 소프트웨어 업데이트,재규어랜드로버코리아 (080-333-8289),[재규어 랜드로버 코리아] 레인지로버 리콜,국토교통부,2014-11-27,[재규어 랜드로버 코리아] 레인지로버 리콜
2894,2894,(주)재규어랜드로버코리아,F-type/XF/XJ 11차종,2014-08-18 ~ 2014-10-02,2014-11-27 ~,176 대,등화장치,엔진 구동 밸트 관련 제작결함-대상차종:F-type(3.0)F-type(5.0)XF 휘발유(2.0)XF 디젤(2.2)XF 디젤(3.0)XF 휘발유(3.0)XF 휘발유(5.0)XJ 휘발유(2.0)XJ 디젤(3.0)XJ 휘발유(3.0)XJ 휘발유(5.0),문제의 고정구를 검사하고 정확한 토크로 조정하여 수리,재규어 랜드로버 코리아 (080-333-8289),[재규어 랜드로버 코리아] F-type/XF/XJ 리콜,국토교통부,2014-11-27,[재규어 랜드로버 코리아] F-type/XF/XJ 리콜
2895,2895,스텔란티스코리아주식회사,짚그랜드체로키,2013-08-14 ~ 2014-04-27,2014-11-25 ~,"1,017 대",승차 및 실내장치,"바디 컨트롤 모듈(BCM)의 프로그램 이상으로 인해 방향지시등에 문제가 발생한 상태에서 해당 방향지시등을 작동하였을 경우, 방향지시등에 이상이 있다는 표시를 계기판에서 알려 주지 않을 수 있음",바디 컨트롤 모듈(BCM) 리프로그래밍을 진행,크라이슬러코리아 본사 (080-365-2470),[스텔란티스] 짚그랜드체로키 리콜,국토교통부,2014-11-25,[스텔란티스] 짚그랜드체로키 리콜
